Lead ID,Index,Account Id,Lead Owner,First Name,Last Name,Company,Phone 1,Phone 2,Email 1,Email 2,Website,Source,Deal Stage,Notes,Email 1 Valid,Email 2 Valid,Email,Email Domain,Phone 1 Valid,Phone 2 Valid,Phone,Website Domain,Company Lead Count,Data Completeness Score,Lead Quality,AI Industry,AI Company Type,AI Summary
844,844,a5ffDC4cDD798Db,Isabel Wood,Marilyn,Kim,Li Inc,6249253915 ext 53432,0018987430277 ext 573,hooverbrett@holloway.com,guerrerochristie@haley-cervantes.com,buchanan.info,Other,Disqualified,Miss opportunity include any former single.,True,True,hooverbrett@holloway.com,holloway.com,True,False,6249253915 ext 53432,buchanan.info,1,100.0,High,,,
845,845,eAfDDaba0b7FFC5,Erika Santana,Tanya,Acevedo,Owen-Lin,2386320144 ext 7773,4609347099 ext 05250,kerry19@mcconnell.info,richardsjohnathan@wilcox.com,fleming-frank.com,Content Marketing,Closed Lost,Although from benefit.,True,True,kerry19@mcconnell.info,mcconnell.info,True,True,2386320144 ext 7773,fleming-frank.com,1,100.0,High,,,
846,846,42d85eB4FaabAC3,Kelly Riley,Caitlyn,Sawyer,Woodward-Potts,8786719850 ext 97880,5525774335 ext 718,kkennedy@fox-andrade.com,gordon37@morrow.net,horton-mcmillan.com,Purchased List,Qualified,Prepare itself yet vote.,True,True,kkennedy@fox-andrade.com,fox-andrade.com,True,True,8786719850 ext 97880,horton-mcmillan.com,1,100.0,High,,,
847,847,EEc9CabC3b4Eebe,Edward Paul,Henry,Davis,"Farley, Elliott and Macias",0017213411412 ext 67984,3949393075,saunderssarah@figueroa.com,malikmcneil@poole-reed.com,butler-berry.com,Google Ads,Qualified,Sport then trade enough.,True,True,saunderssarah@figueroa.com,figueroa.com,False,True,0017213411412 ext 67984,butler-berry.com,1,100.0,Medium,,,
848,848,Bbad3BdECcFbbAB,Janet Rivera,Timothy,Moon,"Lambert, Mcgee and Choi",7092323648,19865373081 ext 1211,ghawkins@hicks.net,ryanho@craig.com,shah.com,Linkedin Outreach,On Hold,Yet mother result issue guess nation environment.,True,True,ghawkins@hicks.net,hicks.net,True,True,7092323648,shah.com,1,100.0,High,,,
849,849,aE94DBFEee67f7f,Shelley Quinn,Ariana,Gould,Fitzgerald Group,8558625566,13134242961 ext 990,tristan77@galvan.com,bonnie57@blake.biz,bowers.biz,Purchased List,On Hold,Economy believe relate section hotel television social before.,True,True,tristan77@galvan.com,galvan.com,True,True,8558625566,bowers.biz,1,100.0,High,,,
850,850,AB870CAa09cfBBE,Jimmy Winters,Samantha,Allen,Bright Inc,2797476107 ext 99431,15146509913 ext 73519,mmiller@evans.com,mortonstuart@garrison.com,allison.com,Social Media,Closed Lost,Full front cup eye be cell.,True,True,mmiller@evans.com,evans.com,True,False,2797476107 ext 99431,allison.com,1,100.0,High,,,
851,851,5BEb3363480D276,Dean Manning,Dawn,Burnett,Ochoa-Khan,5209613153 ext 5579,6182857234,abriggs@haley-french.biz,mario79@henderson.biz,lowery.com,Purchased List,Closed Lost,Run pretty you memory.,True,True,abriggs@haley-french.biz,haley-french.biz,True,True,5209613153 ext 5579,lowery.com,1,100.0,High,,,
852,852,cf9F6bcB9db54D6,Scott Walls,Jodi,Cordova,Wolf and Sons,8517314778,17342078869,adrianbraun@ballard.org,washingtonjohnathan@orozco.info,bartlett.info,Facebook Ads,On Hold,Upon arrive star rather season pattern authority someone.,True,True,adrianbraun@ballard.org,ballard.org,True,True,8517314778,bartlett.info,1,100.0,High,,,
853,853,6D301e7cAF198f6,Franklin Richard,Haley,Hood,Vasquez-Vang,0018929870602 ext 7515,0015976634394 ext 52927,calebmurphy@arnold.biz,tammie65@house-mcintosh.net,oneal.com,Purchased List,Negotiation,Stock effort run democratic yet later improve expert.,True,True,calebmurphy@arnold.biz,arnold.biz,False,False,0018929870602 ext 7515,oneal.com,1,100.0,Medium,,,
854,854,dDaD0C4cA89DD80,Joanna Yu,Roberta,Padilla,Franco and Sons,3053589230 ext 84810,6682858360 ext 123,jackiemckay@reid.com,ianfranklin@mathews-leach.com,melendez.com,Retargeting Ads,Closed Won,Bed decision activity effect seem focus consumer.,True,True,jackiemckay@reid.com,reid.com,True,True,3053589230 ext 84810,melendez.com,1,100.0,High,,,
855,855,A6Afa9D53BF1bD4,Caitlin Hardy,Shari,Blackburn,Joseph Inc,13487685381 ext 70858,8777988737 ext 1078,raymond21@proctor.com,eileenlester@osborn.info,booker.com,Referral,On Hold,Tree street exist road.,True,True,raymond21@proctor.com,proctor.com,False,True,13487685381 ext 70858,booker.com,1,100.0,Medium,,,
856,856,d45170aECb7FcAf,Jorge Macias,Victoria,Chan,"Cowan, Howe and Horn",3442535079,3649151407,corywoodard@wilkinson-lopez.com,johnathanmatthews@hutchinson-greene.info,hogan.net,Cold Call,Negotiation,Tell cultural word management human top.,True,True,corywoodard@wilkinson-lopez.com,wilkinson-lopez.com,True,True,3442535079,hogan.net,1,100.0,High,,,
857,857,7eE6d0d987d5ABd,Darryl Dean,Diana,Welch,"Strong, Cole and Hanson",5869754870 ext 1307,16603373361 ext 5428,clarkekristie@bruce-foster.com,hodgephyllis@price.com,murray-pacheco.com,Other,Qualified,Answer yourself than daughter shake factor on.,True,True,clarkekristie@bruce-foster.com,bruce-foster.com,True,True,5869754870 ext 1307,murray-pacheco.com,1,100.0,High,,,
858,858,A6Bf49Fe18Bd2Fe,Dan Warren,Christina,Vance,Harding PLC,3934246144 ext 4442,5256946879 ext 6925,dfernandez@burgess.info,jacobsonmelinda@huber-levine.com,carr.com,Linkedin Outreach,Closed Lost,Other feeling international personal wear policy American.,True,True,dfernandez@burgess.info,burgess.info,True,True,3934246144 ext 4442,carr.com,1,100.0,High,,,
859,859,A27aEfA6cAb7ee2,Kim Anthony,Jodi,Holder,Harmon-Hamilton,3883610987 ext 386,3292048151,kylehuerta@cunningham.com,peggymelendez@bartlett.net,house-joyce.org,Other,New Lead,Structure across himself five control consumer eye.,True,True,kylehuerta@cunningham.com,cunningham.com,True,True,3883610987 ext 386,house-joyce.org,1,100.0,High,,,
860,860,5d24DD7a78673da,Diane Nolan,Tricia,Wilkinson,Franklin-Carrillo,9445451932 ext 86623,14507344534,alyssa20@moody-sampson.net,jimmy35@bridges-herrera.org,osborne-thomas.com,Referral,Contacted,For difference building operation such kitchen.,True,True,alyssa20@moody-sampson.net,moody-sampson.net,True,True,9445451932 ext 86623,osborne-thomas.com,1,100.0,High,,,
861,861,6dE8fEd7F8BCC82,Brad Kent,Jessica,Prince,"Gallegos, Fowler and Camacho",6132299622,4376137809 ext 795,jacqueline56@sloan.org,gayjesse@edwards.com,shaffer.com,Podcast,On Hold,Measure play box open enter.,True,True,jacqueline56@sloan.org,sloan.org,True,True,6132299622,shaffer.com,1,100.0,High,,,
862,862,65EAf7eF4f617fd,Wesley Heath,Christopher,Ferguson,Blevins-Savage,3205636498,8165144960,lindsey32@hernandez.com,mejiacolton@davidson.net,stevenson.net,Social Media,Contacted,Drug maybe Mrs must share when there.,True,True,lindsey32@hernandez.com,hernandez.com,True,True,3205636498,stevenson.net,1,100.0,High,,,
863,863,dDD5a7B4Fdca5fa,Melvin Decker,Allison,Ayers,"Scott, Schwartz and Peters",13099793710,2142319667,simstracy@curtis.net,maddoxcaroline@kane.org,boyle.info,Organic Search (Seo),Contacted,Gas speech executive soon bag performance sometimes peace.,True,True,simstracy@curtis.net,curtis.net,True,True,13099793710,boyle.info,1,100.0,High,,,
864,864,eF54AAfBa3cF76e,Charles Fox,Cole,Mcintosh,"Cross, Wilkinson and Mueller",15652603034,3858364503,boyleangel@rose.biz,richard09@ibarra.com,reid-watts.com,Google Ads,Re-Engagement,White peace democratic moment.,True,True,boyleangel@rose.biz,rose.biz,True,True,15652603034,reid-watts.com,1,100.0,High,,,
865,865,dCc61138B08599d,Jerome Murillo,Carmen,Morrow,Mays PLC,8742677451,2992924633,todd13@maddox-pacheco.com,gaychelsey@ho-zuniga.biz,ritter-flynn.org,Cold Email,Closed Won,Represent three various during respond.,True,True,todd13@maddox-pacheco.com,maddox-pacheco.com,True,True,8742677451,ritter-flynn.org,1,100.0,High,,,
866,866,FFCcb4f80EA8aaa,Perry Gay,Roberta,Koch,Marquez Group,14409382135 ext 417,9628035192 ext 364,coltonstark@charles-villegas.com,isaiahjimenez@valencia.com,madden.com,Networking Event,Negotiation,Ask girl center administration.,True,True,coltonstark@charles-villegas.com,charles-villegas.com,True,True,14409382135 ext 417,madden.com,1,100.0,High,,,
867,867,CaddEdD7baBC9B7,Edward Chandler,Aaron,Daugherty,Stafford Ltd,5655859912 ext 03043,6379160282 ext 4565,jaime05@ayers.com,hutchinsonglenn@lewis.com,chavez-meyers.org,Website Form,Qualified,Fall television man goal everybody win gas.,True,True,jaime05@ayers.com,ayers.com,True,True,5655859912 ext 03043,chavez-meyers.org,1,100.0,High,,,
868,868,DceA02Fbc07d27c,Walter Hays,Cheryl,Sims,"Carr, Silva and Cardenas",9193604059 ext 3684,2744054331 ext 84967,ashea@compton.biz,brookevillarreal@atkins.org,hooper.com,Cold Call,Contacted,Local drop where who special produce buy.,True,True,ashea@compton.biz,compton.biz,True,True,9193604059 ext 3684,hooper.com,1,100.0,High,,,
869,869,DdcD77AE58c35F1,Frederick Cantu,Caitlin,Meadows,Silva-Davila,7725098026 ext 2400,2857716517,katelynsalinas@perkins-mitchell.org,wileyshirley@west.com,frank.com,Website Form,On Hold,Send imagine society able month direction radio.,True,True,katelynsalinas@perkins-mitchell.org,perkins-mitchell.org,True,True,7725098026 ext 2400,frank.com,1,100.0,High,,,
870,870,5f6B2d3FE51aCb8,Allen Moran,Austin,Campbell,"Gaines, Cooke and Tanner",13137144253 ext 4404,3484686851,antonio50@daniel-marsh.com,evanjohnston@craig.com,nielsen-rhodes.biz,Cold Email,Re-Engagement,Data central just front.,True,True,antonio50@daniel-marsh.com,daniel-marsh.com,True,True,13137144253 ext 4404,nielsen-rhodes.biz,1,100.0,High,,,
871,871,babBF3b2cecFFde,Bobby Crane,Ethan,Pennington,Doyle-Little,9313348113,3109954844,sophia65@abbott.net,victoria37@bailey-zhang.com,logan-orozco.com,Retargeting Ads,Closed Lost,While computer attention think mind which.,True,True,sophia65@abbott.net,abbott.net,True,True,9313348113,logan-orozco.com,1,100.0,High,,,
872,872,820fCf059c5edFC,Edward Hanna,William,Hickman,"Cooke, Barker and Browning",6064311126 ext 588,7447228074 ext 35578,teresa60@lutz-allison.com,shorttami@webster.net,esparza.net,Cold Email,Re-Engagement,Expert safe audience music mean tonight.,True,True,teresa60@lutz-allison.com,lutz-allison.com,True,True,6064311126 ext 588,esparza.net,1,100.0,High,,,
873,873,DC01b3563B76CcA,Ian Zuniga,Dana,Armstrong,Good LLC,7586767527 ext 8754,4488377519,rothjasmine@hart.biz,oconnordiana@king-garza.org,patrick.net,Chatbot,Proposal Sent,Subject action truth degree town nation.,True,True,rothjasmine@hart.biz,hart.biz,True,True,7586767527 ext 8754,patrick.net,1,100.0,High,,,
874,874,c5BF0Deb2fdCB2d,Kathy Rasmussen,Katherine,Mcgee,"Bean, Welch and Booth",0015223110367 ext 226,2359917150 ext 616,kara75@fletcher.org,yweaver@russell-peters.com,colon.com,Retargeting Ads,Contacted,Plant but wish.,True,True,kara75@fletcher.org,fletcher.org,False,True,0015223110367 ext 226,colon.com,1,100.0,Medium,,,
875,875,dd869f24E4b2b37,Terry Copeland,Carla,Mack,Conway-Hurley,9227362949 ext 9063,5068804268 ext 119,ecalderon@garrison-maxwell.com,rweiss@bates.org,gray.biz,Podcast,Negotiation,Edge owner behind ask.,True,True,ecalderon@garrison-maxwell.com,garrison-maxwell.com,True,True,9227362949 ext 9063,gray.biz,1,100.0,High,,,
876,876,EbDf51a1AAdaF56,Beverly Brock,Adam,Harrington,Walsh-Pratt,7245798150,5428647753 ext 9111,urowland@walter.com,arthurcameron@nolan.biz,rich.com,Google Ads,Re-Engagement,Yet onto pay field worry.,True,True,urowland@walter.com,walter.com,True,True,7245798150,rich.com,1,100.0,High,,,
877,877,4bF651e4dC0f5FF,Zoe Forbes,Laura,Stone,Kemp Inc,0016576178814 ext 09187,4519669282,yodermonique@koch.com,ojimenez@hicks.com,lopez-carter.com,Other,New Lead,Degree popular picture nation wear.,True,True,yodermonique@koch.com,koch.com,False,True,0016576178814 ext 09187,lopez-carter.com,1,100.0,Medium,,,
878,878,cAfd32eBcd9C9FB,Shaun Boyer,Francisco,Noble,Mercado Group,3999335785 ext 401,3227692581 ext 3453,poolewendy@fuentes.net,joannefloyd@mcclain.biz,galvan-austin.com,Other,New Lead,Among beat attack right hard avoid building.,True,True,poolewendy@fuentes.net,fuentes.net,True,True,3999335785 ext 401,galvan-austin.com,1,100.0,High,,,
879,879,1D2476aE73e1fa7,Justin Werner,Jean,Neal,Huynh Ltd,6932197200,16236613913 ext 47399,jimenezwalter@bradley-gibbs.com,dunnbrian@humphrey-pitts.com,villarreal-williams.org,Website Form,New Lead,Citizen call good lead third dinner.,True,True,jimenezwalter@bradley-gibbs.com,bradley-gibbs.com,True,False,6932197200,villarreal-williams.org,1,100.0,High,,,
880,880,95bF8eEa2F1F16F,Dakota Coffey,Lindsay,Cowan,"Bentley, Salazar and Hinton",7684735605 ext 5029,18746849583 ext 527,preston56@haynes.com,irobertson@hughes.info,lane.com,Google Ads,Re-Engagement,Street technology skill claim.,True,True,preston56@haynes.com,haynes.com,True,True,7684735605 ext 5029,lane.com,1,100.0,High,,,
881,881,97Dc0AFa6e8159D,Bianca Juarez,Manuel,Lynch,"Rubio, Hester and Andrews",3378306941,0018573904990,mkramer@flores.com,yugordon@montoya.com,oneal.net,Cold Call,Closed Won,Civil sort girl town nation huge unit theory.,True,True,mkramer@flores.com,flores.com,True,True,3378306941,oneal.net,1,100.0,High,,,
882,882,E640EbDF3bB8DeF,Juan Mayo,Sherry,Walters,Donovan-Gentry,15008391027 ext 8086,4999684808 ext 59992,roachsonya@compton-knapp.com,bcohen@mahoney.com,ward.net,Webinars,Closed Lost,Positive risk about either life use up.,True,True,roachsonya@compton-knapp.com,compton-knapp.com,True,True,15008391027 ext 8086,ward.net,1,100.0,High,,,
883,883,88fce7daf30B5BD,Duane Ayala,Kristi,Acosta,"Wilkinson, Galloway and Harding",4472196736,3315440454,anthonynancy@hurst-burns.com,huberjoshua@gonzalez-skinner.com,hartman.com,Facebook Ads,Closed Won,Movement process official class.,True,True,anthonynancy@hurst-burns.com,hurst-burns.com,True,True,4472196736,hartman.com,1,100.0,High,,,
884,884,b77bF2cd58b9D7D,Laura Peters,Samantha,Weeks,Bates Group,16879406498,9479002030,kwilkinson@knight-gregory.com,riggsrickey@brandt-maddox.org,lutz.com,Partner Program,Closed Lost,Only camera until place table.,True,True,kwilkinson@knight-gregory.com,knight-gregory.com,True,True,16879406498,lutz.com,1,100.0,High,,,
885,885,D5AfDefCB6Bb7cf,Shaun Baird,Cassidy,Owen,Murillo PLC,7966958561,3845977241 ext 56950,jgentry@henderson-lynn.com,tabithasalazar@robbins.com,dalton-ayala.com,Other,Closed Won,Mind check everyone yes mention service.,True,True,jgentry@henderson-lynn.com,henderson-lynn.com,True,True,7966958561,dalton-ayala.com,1,100.0,High,,,
886,886,66b692dD05e6C3b,Mike Benson,Leon,Andrade,Boone Inc,2546543106,7485447546,flynnvalerie@huber.com,tcurry@beard.info,lawson.com,Referral,Closed Won,Wind though low often thousand inside.,True,True,flynnvalerie@huber.com,huber.com,True,True,2546543106,lawson.com,1,100.0,High,,,
887,887,a3c6Cf769868D4E,Jimmy Schmitt,Greg,Delgado,"Mann, Villarreal and Hunt",8984124221 ext 7529,2817422150 ext 022,mhernandez@ryan.net,blakeberger@atkinson.com,farmer-scott.com,Networking Event,Re-Engagement,Part name standard mind end else.,True,True,mhernandez@ryan.net,ryan.net,True,True,8984124221 ext 7529,farmer-scott.com,1,100.0,High,,,
888,888,060dbB0abBDEc84,Kimberly Campbell,Lynn,Mays,"Guzman, Flowers and Neal",3718053687,0013989610713 ext 9503,brianahammond@ramos-reyes.org,bmarshall@watts.com,hawkins.org,Direct Traffic,Negotiation,Born its some.,True,True,brianahammond@ramos-reyes.org,ramos-reyes.org,True,False,3718053687,hawkins.org,1,100.0,High,,,
889,889,f6e4C18E7DF9F71,Destiny Stephenson,Katherine,Kaufman,Shelton-Hurst,6928593783,2925242965,hicksashlee@reese.biz,arthurchapman@nielsen.com,gilbert.org,Webinars,Proposal Sent,Sell Democrat common national laugh.,True,True,hicksashlee@reese.biz,reese.biz,True,True,6928593783,gilbert.org,1,100.0,High,,,
890,890,9fCC59DEE3d0439,Alec Maxwell,Mario,Roth,Young-Webster,4163309451,6389079294 ext 8599,nina40@norris-walsh.com,charles76@spencer-lowe.com,mccarty.com,Trade Show,Disqualified,Style buy can hot cultural husband contain.,True,True,nina40@norris-walsh.com,norris-walsh.com,True,True,4163309451,mccarty.com,1,100.0,High,,,
891,891,38f8Fcc81ADb732,Martha Weeks,Karen,Archer,Herrera Inc,9302266102 ext 18004,4423344053 ext 2620,helencooke@roman.org,bridgeskerri@barnett.org,whitaker.com,Content Marketing,On Hold,Reduce various million always decide.,True,True,helencooke@roman.org,roman.org,True,True,9302266102 ext 18004,whitaker.com,1,100.0,High,,,
892,892,FAABA8ffdDBA9bD,Molly Wagner,Breanna,Pennington,Hatfield Ltd,2479280881 ext 4266,0017908314953 ext 6769,charlotte64@ashley.com,xfrench@mooney.net,copeland-wright.info,Website Form,Closed Won,Especially data world third.,True,True,charlotte64@ashley.com,ashley.com,True,False,2479280881 ext 4266,copeland-wright.info,1,100.0,High,,,
893,893,196526CeAb5B6AE,Wanda Orr,Julia,Lawrence,"Huerta, Downs and Hester",9145881319 ext 9908,5215364803,warrenchristie@atkinson.com,bheath@rivers.biz,peters-obrien.net,Chatbot,Re-Engagement,Society begin me into data theory white.,True,True,warrenchristie@atkinson.com,atkinson.com,True,True,9145881319 ext 9908,peters-obrien.net,1,100.0,High,,,
894,894,afd2609ccae329a,Hayden Rivas,Levi,Shepard,Skinner PLC,7265175234,9854311592,dharrell@buckley.biz,monique41@poole.com,hood.com,Other,Contacted,College feeling how moment.,True,True,dharrell@buckley.biz,buckley.biz,True,True,7265175234,hood.com,1,100.0,High,,,
895,895,acC977feBa68739,Gary Deleon,Kaitlin,Ibarra,Bowers-Jimenez,4892113977 ext 875,0014352463856,newmandevin@wilkins.com,ehorton@chan-kirk.com,weeks.com,Networking Event,Negotiation,Step piece should perhaps.,True,True,newmandevin@wilkins.com,wilkins.com,True,True,4892113977 ext 875,weeks.com,1,100.0,High,,,
896,896,89FD1f216708b8E,Chelsey Richardson,Dwayne,Cuevas,Wells-Strickland,9405563988 ext 612,4159534842 ext 09306,mercedes13@decker-marsh.info,nancy54@hebert.com,gay.biz,Content Marketing,Disqualified,Past ten already sister.,True,True,mercedes13@decker-marsh.info,decker-marsh.info,True,True,9405563988 ext 612,gay.biz,1,100.0,High,,,
897,897,Fc8c5C58857d881,Gwendolyn Nielsen,Laura,Werner,"Rollins, Lucas and Pollard",8562336718,4882339923 ext 0633,pkeith@barrett.com,banksrussell@mathews.com,sawyer-humphrey.com,Website Form,Closed Lost,History common eye forward next.,True,True,pkeith@barrett.com,barrett.com,True,True,8562336718,sawyer-humphrey.com,1,100.0,High,,,
898,898,d6da7e04Fd5DEF5,Erica Browning,Calvin,Logan,Owen PLC,8083000933,19969885545 ext 17422,hendrixvirginia@huerta.com,gailmckee@hartman.com,sutton.com,Facebook Ads,On Hold,Any father strong accept size true.,True,True,hendrixvirginia@huerta.com,huerta.com,True,False,8083000933,sutton.com,1,100.0,High,,,
899,899,9FeAcF8eBAd6971,Jasmine Coleman,Clinton,Ochoa,Cisneros Inc,2034860185,7993565191 ext 9058,lauren48@horne.com,isabel20@mayo-hester.com,sutton-frederick.org,Networking Event,Proposal Sent,Prepare treatment car already.,True,True,lauren48@horne.com,horne.com,True,True,2034860185,sutton-frederick.org,1,100.0,High,,,
900,900,BfB5AaadccD0e9B,Michael Shaw,Melvin,Porter,"Sanders, Baxter and West",2608872755,4847038437 ext 7569,heidi75@peck.com,fieldspaige@harmon.net,russo.com,Direct Traffic,On Hold,Difference hit beyond whom.,True,True,heidi75@peck.com,peck.com,True,True,2608872755,russo.com,1,100.0,High,,,
901,901,1f1BfDE318fdBa2,Chase Shah,Steve,Herrera,Richardson Group,0017856087121,6698483156 ext 6643,ashlee69@mcintosh-beasley.com,mallory48@boone.biz,levine.com,Trade Show,Closed Won,Woman than discuss movement central nice main.,True,True,ashlee69@mcintosh-beasley.com,mcintosh-beasley.com,True,True,0017856087121,levine.com,1,100.0,High,,,
902,902,DF48DFE8E6B91ff,Sherry Ingram,Angela,Bean,Gilmore-Conway,4714676427 ext 05250,12993488672 ext 204,betty78@kemp.com,mcguirecheryl@wade.com,choi-schwartz.com,Google Ads,On Hold,Democratic section improve.,True,True,betty78@kemp.com,kemp.com,True,True,4714676427 ext 05250,choi-schwartz.com,1,100.0,High,,,
